id,tourName,location,price,rating,ratingCount,link,description
1216,The Charm of East Bali - Besakih Mother Temple with Lempuyang Gate of Heaven,Seminyak,1254232,5.0,2,https://www.booking.com/attractions/id/prpqqvp681qt-two-temples-and-water-palace-tour-with-lunch.en-gb.html?source=searchresults-product-card&ufi=-2683839,"This tour is designed for those who wish to visit Bali’s most iconic sight that you always see on postcards and Instagram . Snap photos and experience the beauty in the east of Bali island. Immerse yourself in a nature and the Balinese culture while exploring the heritage site and culture wonder. Tour Highlights : 1. Visit Besakih Termple known as the mother temple in Bali. 2. Visit Tirta Gangga, the most beautiful former royal water palace in eastern Bali. 3. Enjoyed a delicious lunch while overlooking the rice paddies. 4. Admire the ancient Gateway to Heaven at Lempuyang Temple ( lempuyang gate of heaven )and snap some magical photo."
1217,Bali Quad Bike ATV with Flying Fox,Kuta,1547429,4.0,3,https://www.booking.com/attractions/id/prznlndc0gql-quad-bike-and-flying-fox-adventure-with-transfers.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Quad bike/ATV is really amazing adventure and very safe for everyone. this program combined Quad bike adventure with Flying fox adventure, so not only explored the beauty of nature by land also you can have a look from the sky. i guarantee you will get an awesome adventures during you stay in bali. All equipments i used is Safety standard and i make sure you will safe and comfortable during you do this adventure."
1218,Authentic Balinese Cooking Classes,Jimbaran,1023909,3.0,2,https://www.booking.com/attractions/id/prhrs9fldfl2-authentic-balinese-cooking-classes.en-gb.html?source=searchresults-product-card&ufi=-2683839,"An Original Balinese Cooking Class in Bakas klungkung Bali, offers you an opportunity to learn how to cook real Balinese food with local ingredient, with skilled and friendly."
1219,Mount Batur Sunrise Trekking Private Tour with Breakfast and Hotel Transfer,Kuta,1269381,5.0,11,https://www.booking.com/attractions/id/preurhwofycy-mount-batur-sunrise-trekking-private-tour-with-breakfast-and-hotel-.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Explore the beauty from mountain Batur from early morning trek to see sunrise. You will have private mount Batur trekking guide for whole of your trek up and down (approximately 4 hours) and also private hotel pick up and transfer. Drink a cup of hot coffee or tea served with breakfast at mountain top while you watching amazing sunrise is unbelievable experience. Itinerary : 01:30 – 3:00 am. Pick up at the hotel with a private AC car. 03:15 am. Coffe break service 03.30 am. Trekkking up to Mount Batur summit is begin. 05:30 – 06:00 am. Arrive at the peak of mount batur. 06:30 am. Breakfast on Mount Batur (banana sandwiches, cakes, eggs, fruit and hot drinks). 07:00 am.Down or around the mountain batur crater (depending on your request) 08:30 am.Arrive at the finish point and return to your hotel."
1220,Blue Lagoon Snorkeling - Lunch - Kantolampo - Tibumana Waterfall,Ubud,1417119,4.8,26,https://www.booking.com/attractions/id/prftfyjc3gwr-guided-instagram-sightseeing-tour.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Blue Lagoon is a great snorkeling spot for families and beginner snorkelers since the waters are extremely calm when the weather at normal condition. It is located at Padang Bai Bali, which is one of the best snorkeling places in Bali,Continue to adventure Kanto Lampo Waterfall and the last visit is Tibumana Waterfall, continue heading to the hotel."
1221,Private Arrival Transfer: Bali Airport to Ubud Area,Ubud,651549,5.0,7,https://www.booking.com/attractions/id/pru3fistw2vh-private-arrival-transfer-bali-airport-to-ubud-area.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Upon arrival at Denpasar International Airport, you will be welcomed by your attentive driver at the arrival gate with a sign board with your name on it. You will then be transported to your hotel or private residence in Ubud (approximately 1 hour away) in a private air-conditioned minivan accommodating up to 5 people with luggage."
1222,Private Tour to Trunyan Village Skull Island of Bali,Ubud,3013415,4.9,14,https://www.booking.com/attractions/id/pr8j7wofrbcf-private-tour-to-trunyan-village-skull-island-of-bali.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Get the opportunity to be in less touristy Trunyan Village and see the different of Bali. If you want to see the other side of Bali, this tour is for you."
1223,Nusa Lembongan and Nusa Penida Scuba Diving Tour,Kuta,1698310,4.2,5,https://www.booking.com/attractions/id/prpcqebbxtlu-nusa-lembongan-and-nusa-penida-scuba-diving-tour.en-gb.html?source=searchresults-product-card&ufi=-2683839,"On this full-day tour, you will have the opportunity to practice scuba diving in Nusa Lembongan and Nusa Penida under the guidance of a certified professional instructor. The tour will start in the morning when a vehicle will pick you up from your hotel. You will then embark on a boat that will take you to dive in Manta Bay, Crystal Bay or the east coast of Nusa Penida. This experience will also include all necessary diving equipment and lunch on the boat."
1224,Private Full-Day Tour in Bali & FREE WIFI,Seminyak,1140211,4.9,15,https://www.booking.com/attractions/id/prxze1iqcn2z-private-full-day-tour-in-bali-free-wifi.en-gb.html?source=searchresults-product-card&ufi=-2683839,"We believe that travel is not just about visiting new places, but also about creating memorable experiences that last a lifetime. We are passionate about providing our Guest with exceptional travel experiences. This is the best choice for the guest that have only couple days in Bali. Explore Bali with : ⭐Native Bali who will explain everything about Bali ⭐An excellent introduction for first-time visitors ⭐See Bali your way on a private, custom sightseeing tour ⭐Hotel pickup and drop-off are included"
1225,"Water Sports Deal : Parasailing, Jet Ski, Banana Boat",Nusa Dua,1465985,3.5,2,https://www.booking.com/attractions/id/pr7upwtmakzr-marine-adventure-experience.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Enjoy an exciting selection of water sports at Nusa Dua’s beautiful beach, perfect for family fun and beach lovers, with top packages including parasailing, jet ski rides, and banana boat adventures. Highlights include a : 5-minute parasailing flight offering stunning aerial views 15-minute tandem jet ski ride for you and your partner (with an instructor for kids under 17) 15-minute banana boat ride that feels like a fun-filled kids’ adventure over the clear blue ocean. These activities promise an exhilarating day of marine adventure and memorable moments in a luxurious, five-star beachfront setting."
1226,Beauty Of West Bali Tour (Private and All Inclusive),Ubud,1085969,5.0,9,https://www.booking.com/attractions/id/pra6b52xavci-west-bali-tour.en-gb.html?source=searchresults-product-card&ufi=-2683839,"West Bali is a hilly and mountainous area which is very fertile and good for plantation. Full Day Beauty of West Bali Tour is the Bali Full Day Tour Packages to enjoy one day trip visiting the amazing and beautiful tourist destination in western part of Bali islands. The west side of Bali islands also offers places of interesting worth to see during your journey in the islands of paradise. First visit during West Bali Tour which is the Royal temple Menguwi,Ulundanu Temple,Jatiluwih The biggest rice terrace,Batukaru Temple. Highlight • Enjoy a day away from the hustle and bustle of the city • Lunch included • Informative, friendly and professional staff • All taxes, fuel surcharges and service fees included"
1227,Ubud Guided Tour & Iconic Tanah Lot Temple,Jimbaran,732993,5.0,2,https://www.booking.com/attractions/id/prxzldbu85im-guided-tour-to-ubud-and-tanah-lot-temple.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Ubud is a wonderful village with amazing shopping, art, villas and spas, but get out of the main area and there is a whole other world to discover. With beautiful winding roads, lush jungle and verdant rice fields, our guide will take you around the area and give you a deeper understanding of the customs and culture of this popular Balinese city. We’ll visit the Sacred Monkey Forest and see monkeys of all ages as well as ancient stone carving, jungle pathways and lush forest. Afterward, we’ll take a ride to Tanah Lot temple that sits on jutting rock over the ocean. It’s one of Bali’s most iconic temples and is included in your tour of Ubud."
1228,"Bali Water Sports, Spa, Uluwatu Sunset and Dinner Jimbaran",Seminyak,2931971,3.0,4,https://www.booking.com/attractions/id/prbxql0freq3-bali-water-sports-spa-uluwatu-sunset-and-dinner-jimbaran.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Bali Water Sports, Spa, Uluwatu Sunset and Dinner Jimbaran is one of the most famous packages that we designed for your best holiday experience in Bali. The adventure will start at 08.30 AM from your hotel then our driver will take you to Bali Water Sports location where you can enjoy the activities such as Jet Ski, Parasailing and Banana Boat. These activities will give the fantastic experience of marine adventures for everyone who desires to enjoy the exciting water recreations. Lunch will be serve at restaurant in Nusa Dua, then we will drive you to Bali Orchid Spa which, where you will enjoy a 2 hours spa and massage treatment with Balinese therapist. Next, visiting Uluwatu Temple, this temple is a Hindu temple set on the cliff bank in the south part of Bali Peninsula. Then we will take you to watching Kecak and Fire Dance which is located beside the temple. Our last journey we will drive you to Jimbaran Beach where you can enjoy fresh grilled seafood dinner."
1229,Bali Instagram Tour and Sunrise at gate of heaven,Kuta,456084,5.0,1,https://www.booking.com/attractions/id/pr7i6fjbyphy-tour-of-instagrammable-attractions.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Lempuyang Temple is a hiking destination that is quite attractive for tourists. Because the View on the part of the Lempuyang Luhur Temple gate is indeed very fascinating. Especially at sunrise, in front of it is Mount Agung which stands proud and very symmetrical with the temple gate building. then you will visit Tirta Gangga, you can see ornamental fish and the bottom of the pond. The water in this park is very clear and cool, because pond water comes from springs not from processed water. The next visit you will be invited to the Tukad Cepung waterfall, this is inside the cave with a little open gap on it. Sometimes if we are lucky to come when the sun is right above, we can see the sunlight coming through the cracks of the cave. Make the view of the waterfall more beautiful. The air inside the cave is quite cold, moreover the splash of the falling waterfall makes it more cold but refreshing."
1230,Bali River Rafting Adventure,Kuta,1058767,5.0,1,https://www.booking.com/attractions/id/prrgmgcdanco-river-rafting-with-lunch.en-gb.html?source=searchresults-product-card&ufi=-2683839,"This Adventure Provided all of you need about bali explored. Rafting is The best thing to do during you stay in bali and the best way too see the real of bali nature. This activity also safe for everyone: kids, adults, boy, women. So lets joined this program and get your memorable Bali holidays."
1231,Uluwatu Temple & Kecak Fire Dance Tour,Nusa Dua,1849096,3.5,2,https://www.booking.com/attractions/id/prtukhuecbth-uluwatu-temple-and-kecak-fire-dance.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Take in Bali’s best sunset spot at Uluwatu Temple, a Balinese temple to the sea gods, with a commanding view of the ocean high on a cliff. The temple is part of a series of temples built to protect the island from evil spirits and is the permanent home to a family of friendly monkeys spirit. After exploring the temple and watching the sunset, experience one of Bali’s most famous cultural performances, the Kecak Fire Dance. Watch the Balinese act out a scene from the Ramayana with a mesmerizing trance chant, punctuated by exciting fire dances by performers in intricate costumes. An unforgettable evening of Balinese culture that the whole family can enjoy. Highlights: • See the sunset at Luhur Uluwatu Temple, one of the best Balinese temples to visit, which is perched high above a sea cliff face • Watch a traditional Kecak Fire Dance performance as one of the episodes of Ramanyana, complete with powerful trance chanting and choreography with fire"
1232,Lempuyang the Gate of Heaven Tour,Seminyak,1628873,5.0,2,https://www.booking.com/attractions/id/prxprkgs4kpz-guided-tour-to-gates-of-heaven-and-palaces.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Nestled in the eastern part of Bali, Lempuyang Temple holds significant importance in the Hindu community and is a favored destination for locals and tourists alike. Recently, this sacred place gained fame as the “Gate of Heaven” on social media platforms, especially Instagram, due to the breathtaking view of the volcano famed perfectly by the temple gate. With our expert photographic guidance, you’re guaranteed to capture your best pictures ever. This tour will combine with some others beautiful places in eastern part of Bali island. The amazing panorama, unlimited best pictures and the history behind all the places that connect to the Balinese believe, Balinese culture and Balinese kingdom will bring some good memories back home."
1233,Bali Quad Bike,Ubud,1058767,5.0,2,https://www.booking.com/attractions/id/prney3uxkgjf-four-hour-quad-bike-ride.en-gb.html?source=searchresults-product-card&ufi=-2683839,"The ATV ride is popular activity and will seekers your adrenaline and also you will enjoy Ride in the wild jungle rainforest , pass the runny mud. The activity will do it by your self and will have guide instructor for keep you safety and will serve by nice lunch in the finish point."
1234,Lembongan Reef Cruise,Kuta,2061339,4.3,11,https://www.booking.com/attractions/id/prqm7fmdlctf-lembongan-reef-cruise.en-gb.html?source=searchresults-product-card&ufi=-2683839,"This luxury catamaran cruise will allow you to explore Nusa Lembongan’s charming coast. You’ll have a chance to enjoy fun-filled water activities, including snorkelling, submarine coral viewing and an island cultural walk. You’ll also have access to a 35-metre water slide, unlimited banana boat rides and optional diving. To keep you fueled as you discover the beauty of the sea, this tour comes with morning and afternoon tea with snacks, as well as a tasty international buffet lunch."
1235,Traditional Balinese Cooking Class with Tanah Lot Temple Tour,Kuta,1232242,5.0,6,https://www.booking.com/attractions/id/prmapgoqnoor-full-day-balinese-cooking-and-temples-tour.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Tour unlocking the secrets of authentic Balinese cooking on this full day small group tour for up to 6 people. Your tour Include visiting Vegetable plants & herbs on this village with riding the Bicycle during your experience. You will learn traditional ingredients and preparation methods, in a fully equipped community village kitchen while wearing a traditional Balinese cloth during your cooking experience. After lunch you will visit Taman Mumbul Temple  & Tanah Lot Temple"
1236,"Best of Bali Waterfalls: Tibumana, Tukad Cepung and Tegenungan",Ubud,1384542,4.9,119,https://www.booking.com/attractions/id/pruszdg3pz0a-best-of-bali-waterfalls-tibumana-tukad-cepung-and-tegenungan.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Start your adventurous trips in Bali to visit the best waterfalls. They are Tibumana waterfall, Tukad Cepung waterfall, and Tegenungan waterfall. These waterfalls will give you such an unforgettable experience in swimming and pictures."
1237,Traditional Balinese Massage 90 Minutes In Kuta With Transfers,Kuta,825187,5.0,1,https://www.booking.com/attractions/id/prsft2akza9x-90-minute-balinese-massage-with-transfers.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Soothe away any aches and pains and complete your vacation distress with 60 minutes of pure spa indulgence. Relax under the skilled hands of your Balinese therapist as you savor a Thalasso Foot Wash, Balinese Massage & a welcome ginger tea drink — the perfect restorative for your trip in Bali. The spa is open from morning to late, and your package includes door-to-door round-trip private transfers. Highlight: • Take a well-deserved break from the city life as you experience Balinese Holistic care • Bask in soothing full body treatments such as traditional massage, & thalasso foot wash including ginger tea welcome drink. • Recharge and find serenity on your appointment as reflected by the tranquility of Bali"
1238,Cliff Jumping and Sliding at Aling Aling Waterfall,Ubud,326986,5.0,2,https://www.booking.com/attractions/id/pr2vtgg1yb5i-cliff-jumping-and-sliding-at-aling-aling-waterfall.en-gb.html?source=searchresults-product-card&ufi=-2683839,Our package that we offer is the only waterfalls in Bali that allow you to experience the Cliff jumping and Sliding. I am as a local guide will be more than happy to show my beautiful nature in North Bali
1239,Bali Inclusive Tour: Best Waterfalls Around Ubud Area,Ubud,1101932,5.0,6,https://www.booking.com/attractions/id/pribuelmxczl-ubud-waterfalls-sightseeing-and-swimming-tour.en-gb.html?source=searchresults-product-card&ufi=-2683839,With this private tour will allow you to explore the beautiful waterfalls around ubud area. Avoid any hassle of self-drive and enjoy your trip with our air conditioning car and friendly team that always happy to assist you in each places. Choose your best waterfall from our list and Lets experience a great swimming and capture your best pictures in this waterfalls tour in a day. It will give you a memorable memory from Bali.
1240,Do Photo Shoot at Your Hotel & Resort in UBUD,Ubud,651549,5.0,4,https://www.booking.com/attractions/id/pr8nhh57f5in-do-photo-shoot-at-your-hotel-resort-in-ubud.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Hello everyone I'm Kadek and co-host Wayan & Putu, It very pleasure to help you capturing your best moment during your visit the beautiful of Bali island a specially in Ubud, Our hobbyist is portrait photographer, We are really passionate about photography, over the year I have taken couple tours, personal/ solo tours and group tours a specially in Ubud, on this program I want to help you to capturing your best moment during your stay in Bali a specially at your best Hotels or Resort in Bali. We will bring you on a 1,5 hours Photo shoot around your beautiful Hotel or Resort in Bali. At your Hotel/ Resort we will walking along way to capturing your best moment at your beautiful Hotel/ Resort in Bali. You can also suggest to me what kind of pictures you would like, be it candid, funny or romantic! You will get a minimum of 75 high-resolution edited photos. I will send all edited photos via email, with Google Drive."
1241,Drive Self Jet Ski Half an Hour,Jimbaran,1221655,4.8,10,https://www.booking.com/attractions/id/prvebu7b8ed2-self-drive-jet-ski-experience.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Self-Ride (with supervision): self-ride where you can drive the jet ski alone, but you'll still be under the watchful eye of an instructor from a distance to ensure you stay within designated safe areas."
1242,Bali Artist Tour,Seminyak,570105,4.0,2,https://www.booking.com/attractions/id/prqjdqu2zskd-balinese-handicraft-towns-tour-with-lunch.en-gb.html?source=searchresults-product-card&ufi=-2683839,"If you like to by handmade product made by locals with good quality of product, this tour will be as the option that you must take. fist stop will be at Tohpati Village to see handweaving product with it famous product call Batik, next stop will be at Batu bulan village to see stone arts, the celuk village to see Gold and silver jewelry product, this village the famous village for it traditional Gold and silver product, the continued by visiting, batuan village to see painters village and have a stop at their own fine art gallery, alst stop will be at Mas Village the vilage of wood carving center, most of people here are as a wood carver."
1243,Nusa Penida Island Beach Tours with Snorkeling From Bali,Kuta,3076921,3.1,10,https://www.booking.com/attractions/id/pr0im7ogw8eb-private-tour-of-west-nusa-penida-with-snorkelling.en-gb.html?source=searchresults-product-card&ufi=-2683839,"West Nusa Penida One Day Tour with Snorkeling is one of the most famous Nusa Penida Tour Packages to enjoy snorkling in Crystal Bay / Wall Point, Gamat Bay, Manta Bay and visiting Broken Beach, Angels Billabong and Kelingking Beach."
1244,Bali Mangrove Canoeing Tour,Perean,1781375,4.0,1,https://www.booking.com/attractions/id/prmpvograkyh-river-tubing-tour.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Enjoy approximately 1-1.5 hours of an immersive Bali Mangrove Canoeing Tour, navigating through the serene beauty of Bali’s mangrove forest. This is not just a tour—it’s your chance to contribute to mangrove conservation. By joining, you support sustainable tourism initiatives in collaboration with the local community and the fishermen of Wana Segara Kertih. This tour invites you to explore the wonders of the mangrove forest with expert guides who will share fascinating insights about the ecosystem and the life it sustains. As you paddle through the tranquil waters, you might be lucky enough to spot a variety of birds, fish, and other mangrove wildlife. More than just an outdoor activity, this experience combines education, nature exploration, and sustainability efforts, creating a meaningful journey for you and your loved ones. A perfect blend of adventure and conservation, this tour is an unforgettable way to connect with Bali’s natural beauty while making a positive impact."
1245,Private Surf Lessons in Padang Padang - Uluwatu - Bali,Jimbaran,830607,4.0,8,https://www.booking.com/attractions/id/prlc9ggsjgcf-two-hour-private-surf-lesson.en-gb.html?source=searchresults-product-card&ufi=-2683839,The Surf Lessons are offered 7 days a week all year round. We find the best location depending on tides and the surf break conditions choosing the best spot on the Bukit’s peninsula of Bali for every lesson. You will find infinite waves in this surfer's paradise.
1246,Tickets inclusive: Blessing Bali Tour,Ubud,1133602,5.0,1,https://www.booking.com/attractions/id/prxdoieush9t-spiritual-tour-with-a-blessing-ritual.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Bali, with its stunning landscapes and spiritual atmosphere, has long been a haven for travelers seeking tranquility and self-renewal. Recognizing this, we have carefully crafted the Bali Blessing Tour. This unique expedition combines elements of Balinese tradition and natural beauty, with an emphasis on personal healing and spiritual purification. The tour features a visit to Tirta Empul, an ancient temple renowned for its holy water used in the spiritual practice of Melukat. This purification ritual aims to transform negative energy into positive, bringing about luck and peace. This transformative experience is further enhanced by the breathtaking backdrop of Bali’s most active volcano, Mount Batur, making for a perfect, peaceful lunch spot."
1247,"Tibumana, Tukad Cepung, and Tegenungan: The Prettiest Waterfalls in Bali",Nusa Dua,1117408,5.0,1,https://www.booking.com/attractions/id/prw15wrclpvk-three-bali-waterfalls-private-tour.en-gb.html?source=searchresults-product-card&ufi=-2683839,"If you are a lover of nature and photography, this Bali waterfall tour is suitable for you. In this tour, you will visit the 3 most beautiful waterfalls in Bali, which are Tibumana waterfall, Tukad Cepung waterfall, and Tegenungan waterfall."
1248,Bali Instagram Tour : The Most Beautiful and Stunning Spot,Kuta,2699107,5.0,1,https://www.booking.com/attractions/id/prlskmhg3kpo-bali-instagram-tour.en-gb.html?source=searchresults-product-card&ufi=-2683839,"This tour will take you to the most scenic and Instagram-worthy sights around Bali where you’ll snap photos and experience the beauty of Bali. Immerse yourself in the nature and Balinese culture while exploring monuments and natural wonders. Highlights : • Visit the most iconic and picturesque sites around the island and snap some Instagram-worthy pictures • Immerse yourself in the beauty of nature and learn about Balinese culture from your guide • Visit temple, water palace, rice field and many more!"
1249,Private Half-Day Tour: Tanah Lot Sunset Tour with Dinner Packages,Seminyak,971659,5.0,1,https://www.booking.com/attractions/id/prgmmphumsnj-west-bali-half-day-tour-with-sunset-at-tanah-lot.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Private Half-Day Tour: Tanah Lot Sunset Tour with Dinner Packages is one of the most popular tour packages where the journey will explore the western part of Bali island. The tour will be start at 14.00 PM from your hotel then we will drive you to visit Taman Ayun Temple, This temple complex boasts magnificent traditional architectural features throughout its courtyards and enclosures as well as expansive garden landscapes comprised of lotus and fish ponds. Then our next destination is visiting Alas Kedaton, it's one of the most famous holy monkey forest sanctuary in Bali. Then our last trip is visiting Tanah Lot Temple, this Balinese Hindu temple has a stunning natural beauty, it stands on solid sea rock and Tanah Lot at sunset time is the best view that can be enjoy when visiting this famous tourist attraction in Bali. Before back to your hotel we will serve your dinner in a restaurant near the temple. The tour will be very comfortable with our private air conditioning car transfer."
1250,"Amazing Private Tour: Lempuyang temple, Tirta gangga, Tukad cepung waterfall",Nusa Dua,1052631,4.0,5,https://www.booking.com/attractions/id/prukixb2kfzg-private-tour-of-east-balis-temples-waterfalls.en-gb.html?source=searchresults-product-card&ufi=-2683839,"We are an official tour company in Bali with more than 10 years experience. Our tour driver services are professional with a Balinese smile. Enjoy your very interesting private tour with us! We will bring you to visit various very beautiful tourist objects in Bali, including: 1. Lempuyang temple, 2. Tirta gangga, 3. Tukad cepung waterfall Our driver will serve you the best during the tour because this is your private tour. Your satisfaction and comfort is our priority. BOOK NOW..!"
1251,Kuta District Shopping Trip with Spa Massage,Seminyak,2562104,3.5,2,https://www.booking.com/attractions/id/pra7jedrkav2-kuta-district-shopping-trip.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Experience this half day tour by chartered car that showcases the beautiful scenery of Bali. This trip will bring you to experience exclusive spa treatment & shopping at Kuta areas. Great value tour includes hotel pick-up and drop-off. Highlights: • Experience exclusive Bali  traditional massage for 2 hours • Enjoy your leisure time by discovering the Kuta District • Shops Bali souvenirs, products, handmade crafts & more around Kuta Areas • Hassle-free Bali hotel pick-up & drop-off"
1252,North Bali and Singaraja Private Day Tour,Kusamba,455305,5.0,1,https://www.booking.com/attractions/id/prppandkdvmq-north-bali-and-singaraja-private-day-tour.en-gb.html?source=searchresults-product-card&ufi=-2683839,"This tour will give you the chance to explore North Bali and the port town of Singaraja with a guide. You can choose from a North Bali Heritage Tour, Buleleng Cultural Day Tour, or a Singaraja Heritage City Tour. If you choose the North Bali Heritage Tour, you will visit popular highlights such as Danau Buyan, Lake Tamblingan, and more. On choosing the Buleleng Cultural Day Tour, you will visit Danau Buyan, Pura Bratan, and more significant attractions. The Singaraja Heritage City Tour will consist of visits to the Lovina Black Sand Beach, Ling Gwan Kiong Chinese Temple, Gedong Kirtya Museum, and more."
1253,Full-day Sightseeing Tour,Kuta,786677,4.7,6,https://www.booking.com/attractions/id/prftoi45xexk-full-day-sightseeing-tour.en-gb.html?source=searchresults-product-card&ufi=-2683839,"This guided tour will introduce you to Bali’s unique beauty as you explore a curated selection of renowned destinations. Your first stop will be Nusa Dua Beach where you can witness the incredible Waterblow jetting into the air as waves slam into the jagged cliffs. You’ll walk around the lookout area and have time to take photos. In the afternoon, you’ll visit Garuda Wisnu Kencana Cultural Park, a breathtaking heritage site set against the background of the lush mountains. Here, you can learn about the diverse Balinese cultures, ancient engineering wonders and the iconic statue of the god Vishnu. You’ll also visit the pristine Melasti Beach and Uluwatu Temple. In Jimbaran, you can opt to end your evening with food and culture by going for dinner and watching a Kecak dance performance."
1254,Atv Ride and White Water Rafting Adventures,Seminyak,1295546,3.5,2,https://www.booking.com/attractions/id/pro7laagvbxb-guided-white-water-rafting-and-quad-biking-tour.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Discover the exhilarating wilderness of Bali with a combined white water rafting and ATV tour, starting with a 1.5-hour off-road ATV adventure through stunning rice terraces, plantations, jungles, and villages, offering breathtaking scenery and adrenaline-pumping fun. After a relaxing lunch to recharge, continue your adventure with a 2-hour white water rafting trip down a scenic river, navigating between towering stone cliffs, lush mountains, and cascading waterfalls, providing an unforgettable experience immersed in Bali’s natural beauty."
1255,Bali Silver Jewelry Class,Ubud,761133,5.0,1,https://www.booking.com/attractions/id/prt8kfaq5dzz-three-hour-silver-jewellery-making-class.en-gb.html?source=searchresults-product-card&ufi=-2683839,"One of the fun activity to do in Bali is to create a beautiful custom made piece of silver jewelry. 3 hour workshop class for travelers. All inclusive materials and equipment. Learn how to make your silver jewelry from the expert one, Gusti Ayu. The lady from the business family of silver Jewelry, with pleasure, would help you craft the silver jewelry with the design you desire. You would obtain 5 grams of silver to create your precious masterpiece for yourself or your beloved person. A pair of earrings, ring or pendant, you could produce a beautiful creation of silver jewelry. During the class, you’ll learn and appreciate the patient learning that silver jewelry-making entails to create beautiful work. Thus, it would be the excellent and educational way to spend your time in Bali. Experience the class immediately for a creative, different and fun holiday with your family. The package also include traditional snack, welcome drink, and certificate."
1256,"Private, Two-Day Sightseeing Tour",Kuta,1073259,5.0,6,https://www.booking.com/attractions/id/pro3z39czvgz-private-two-day-sightseeing-tour.en-gb.html?source=searchresults-product-card&ufi=-2683839,"This two-day, private tour will introduce you to Bali’s must-sees as you explore the breathtaking southern region. An experienced guide will accompany you, and you’ll spend your first day visiting attractions like the Batuan Temple, Tegenungan Waterfall, Tegalalang Rice Terrace, Ubud Monkey Forest, a coffee plantation and a local art market. On day two, you’ll visit some of Bali’s most stunning shores including Dreamland, Pandawa and Padang Padang Beaches. You’ll also view the historic Uluwatu Temple. You’ll end your adventure with a lavish seafood dinner and a performance of kecak fire dancing."
1257,Ubud and Kintamani Private Tour,Kuta,667869,5.0,3,https://www.booking.com/attractions/id/pr2sop01eaxa-ubud-and-kintamani-private-tour.en-gb.html?source=searchresults-product-card&ufi=-2683839,"On this excursion, you’ll explore the nature, history and culture of Bali. You’ll have a chance to check out the region’s local craft industries, including woodwork and jewellery. You’ll also witness a traditional Balinese Barong and Kris performance – a show depicting the battle between good and evil. The tour will also take you to Tirta Empul temple and Gunung Kawi as well as a breathtaking viewpoint offering a panoramic vista of Batur Volcano over clear waters."
1258,Bali Activity: Bali Sea Walking in Nusa Dua Ocean,Seminyak,1619432,3.3,4,https://www.booking.com/attractions/id/prt3vi0dwq5p-30-minute-guided-undersea-walk-in-sanur-with-lunch.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Bali Activity: Bali Sea Walking in Nusa Dua Ocean offer wonderful experience for walking in the sea to see the beautiful underwater corals and fish. Its a safe and unique underwater diving provides an opportunity to observe the underwater world to a depth of 15 feet without certification, and without getting their hair wet. Participants actually walk on the bottom, rather than swim while numerous exotic fish and sea life surround them. Guest will have 10 minutes of actual underwater time to a maximum depth of 15 feet. A large, full face window in the Sea Walker helmet offers a close-up view of the amazing creatures from below. Guest with heart or lung problems, on medication, pregnant, asthma or other respiratory ailments, etc is not allow to do this activities."
1259,Nusa Penida Island Day Trip,Kuta,1214574,5.0,1,https://www.booking.com/attractions/id/prfftektfa5q-nusa-penida-island-trip.en-gb.html?source=searchresults-product-card&ufi=-2683839,"Enjoy a full day small group tour to Nusa Penida Island Village. You will enjoy a scenic return boat trip from Sanur to Nusa Penida Village. You will then be able to explore Crystal  Bay Beach , Uwug Beach also known as Broken Beach, Billabong Beach, Kelingking Secret Point Beach, Nusa Penida   with a driver as cum guide. Lunch is provided."
1260,"Bali Tribal Private Tour - Experience the best of Ubud, Bali",Seminyak,934412,5.0,6,https://www.booking.com/attractions/id/prxfsyykbv5s-ubud-private-tour.en-gb.html?source=searchresults-product-card&ufi=-2683839,"- Enjoy the Highlights of Ubud Bali Top Attractions. - Learn about Balinese traditions and beliefs from your private guide - Amaze with tranquility, green view and serene landscapes of Ubud Countryside. - Take it easy with door-to-door round-trip private transfers"
